id_maquina,data,estado,temperature,humidity,voltage,current,power
Machine_1,2025-04-09 18:36:00,OK,28.96,49.41,218.20,6.22,1074.42
Machine_1,2025-04-09 18:40:00,Not OK,49.31,58.89,217.90,7.30,4576.52
Machine_1,2025-04-09 18:44:00,OK,53.25,59.27,220.05,9.91,1017.04
Machine_1,2025-04-09 18:48:00,OK,34.58,32.76,218.05,6.19,1279.40
Machine_1,2025-04-09 18:52:00,Not OK,31.55,44.84,255.00,7.65,1824.38
Machine_1,2025-04-09 18:56:00,OK,58.24,30.09,234.98,9.54,2281.17
Machine_1,2025-04-09 19:00:00,OK,21.17,30.84,236.00,9.79,1781.82
Machine_1,2025-04-09 19:04:00,OK,56.65,41.38,226.92,5.72,1337.07
Machine_1,2025-04-09 19:08:00,Not OK,59.25,37.46,192.28,5.14,2140.01
Machine_1,2025-04-09 19:12:00,OK,52.47,32.64,213.33,7.36,965.31
Machine_1,2025-04-09 19:16:00,OK,21.94,33.23,221.70,5.45,829.02
Machine_1,2025-04-09 19:20:00,Not OK,28.47,47.05,211.16,14.64,656.32
Machine_1,2025-04-09 19:24:00,OK,39.78,33.46,216.35,6.79,2194.56
Machine_1,2025-04-09 19:28:00,Not OK,14.03,54.55,219.46,7.88,613.53
Machine_1,2025-04-09 19:32:00,Not OK,50.47,30.26,234.37,7.77,377.30
Machine_1,2025-04-09 19:36:00,OK,58.79,57.75,221.58,6.05,2036.81
Machine_1,2025-04-09 19:40:00,OK,51.96,32.77,231.55,8.61,922.97
Machine_1,2025-04-09 19:44:00,OK,24.65,36.54,232.91,5.14,2349.68
Machine_1,2025-04-09 19:48:00,OK,47.01,42.36,227.37,5.97,1572.70
Machine_1,2025-04-09 19:52:00,Not OK,9.66,32.47,238.14,8.89,2187.82
Machine_1,2025-04-09 19:56:00,OK,36.33,51.38,218.48,8.10,2001.80
Machine_1,2025-04-09 20:00:00,OK,53.36,47.89,220.63,6.05,2156.26
Machine_1,2025-04-09 20:04:00,OK,34.06,41.53,236.37,8.72,1960.26
Machine_1,2025-04-09 20:08:00,OK,32.20,57.88,223.15,7.11,1009.59
Machine_1,2025-04-09 20:12:00,OK,23.54,58.09,236.30,9.21,2441.93
Machine_1,2025-04-09 20:16:00,Not OK,29.19,40.70,217.55,1.65,1861.15
Machine_1,2025-04-09 20:20:00,Not OK,71.97,51.39,215.84,8.67,2014.95
Machine_1,2025-04-09 20:24:00,Not OK,52.66,15.43,237.22,11.62,1674.71
Machine_1,2025-04-09 20:28:00,Not OK,51.87,56.85,215.14,1.69,1443.57
Machine_1,2025-04-09 20:32:00,Not OK,12.18,21.63,246.47,5.62,807.94
Machine_1,2025-04-09 20:36:00,OK,32.39,50.49,215.85,7.48,1369.77
Machine_1,2025-04-09 20:40:00,OK,29.73,55.75,216.15,7.32,2416.45
Machine_1,2025-04-09 20:44:00,OK,22.58,48.50,228.20,5.96,1951.49
Machine_1,2025-04-09 20:48:00,OK,58.94,37.57,225.43,8.14,1171.29
Machine_1,2025-04-09 20:52:00,OK,26.60,45.12,232.58,6.63,586.49
Machine_1,2025-04-09 20:56:00,OK,57.09,38.54,235.67,7.21,2305.15
Machine_1,2025-04-09 21:00:00,OK,39.76,32.99,219.58,5.84,1663.10
Machine_1,2025-04-09 21:04:00,OK,40.81,46.04,229.01,8.03,1565.22
Machine_1,2025-04-09 21:08:00,OK,36.42,59.18,231.18,5.98,1342.48
Machine_1,2025-04-09 21:12:00,OK,49.43,37.27,221.39,9.89,2223.24
Machine_1,2025-04-09 21:16:00,OK,25.78,51.24,216.19,5.12,2329.07
Machine_1,2025-04-09 21:20:00,OK,28.79,35.41,217.86,8.19,2322.36
Machine_1,2025-04-09 21:24:00,OK,55.75,34.32,231.94,9.85,1059.94
Machine_1,2025-04-09 21:28:00,Not OK,42.86,81.18,211.52,8.16,2459.81
Machine_1,2025-04-09 21:32:00,OK,25.91,58.03,210.00,7.57,2284.75
Machine_1,2025-04-09 21:36:00,Not OK,51.98,31.36,215.74,3.43,161.29
Machine_1,2025-04-09 21:40:00,OK,41.93,30.57,225.70,9.93,1938.47
Machine_1,2025-04-09 21:44:00,OK,46.34,54.30,234.55,7.29,1022.12
Machine_1,2025-04-09 21:48:00,OK,43.93,38.17,238.38,6.57,1335.07
Machine_1,2025-04-09 21:52:00,OK,48.95,45.75,226.95,7.08,1311.31
Machine_1,2025-04-09 21:56:00,OK,31.23,56.72,213.03,8.46,2122.72
Machine_1,2025-04-09 22:00:00,Not OK,24.33,21.85,247.66,1.70,1499.07
Machine_1,2025-04-09 22:04:00,Not OK,52.04,58.79,224.61,2.67,254.10
Machine_1,2025-04-09 22:08:00,OK,32.22,42.46,222.22,6.33,796.66
Machine_1,2025-04-09 22:12:00,OK,35.61,36.42,237.75,9.92,2309.36
Machine_1,2025-04-09 22:16:00,Not OK,59.81,37.05,224.46,2.54,545.44
Machine_1,2025-04-09 22:20:00,Not OK,24.62,82.85,220.23,9.11,1238.95
Machine_1,2025-04-09 22:24:00,Not OK,59.37,98.45,219.42,6.71,3835.10
Machine_1,2025-04-09 22:28:00,Not OK,66.73,90.87,215.52,8.15,1768.96
Machine_1,2025-04-09 22:32:00,OK,33.82,48.94,232.80,5.79,2025.46
Machine_1,2025-04-09 22:36:00,Not OK,45.60,46.24,233.94,8.50,4658.10
Machine_1,2025-04-09 22:40:00,OK,22.37,43.71,213.30,7.07,1560.68
Machine_1,2025-04-09 22:44:00,OK,30.26,50.66,210.45,7.70,502.64
Machine_1,2025-04-09 22:48:00,OK,30.68,38.23,235.53,5.46,1353.71
Machine_1,2025-04-09 22:52:00,OK,24.64,36.75,214.58,5.71,1947.35
Machine_1,2025-04-09 22:56:00,Not OK,63.66,39.13,200.38,7.86,808.90
Machine_1,2025-04-09 23:00:00,OK,29.65,58.66,215.49,6.34,1944.56
Machine_1,2025-04-09 23:04:00,Not OK,45.52,55.16,229.86,1.99,1334.39
Machine_1,2025-04-09 23:08:00,OK,42.09,59.06,233.85,9.43,1375.01
Machine_1,2025-04-09 23:12:00,OK,26.78,44.86,217.85,8.28,1836.79
Machine_1,2025-04-09 23:16:00,OK,54.19,40.48,212.38,6.42,2264.69
Machine_1,2025-04-09 23:20:00,OK,47.21,31.85,230.41,8.38,1530.35
Machine_1,2025-04-09 23:24:00,OK,47.32,43.22,216.16,7.66,1908.38
Machine_1,2025-04-09 23:28:00,OK,23.46,56.86,221.33,8.54,1913.71
Machine_1,2025-04-09 23:32:00,OK,47.73,45.46,230.87,9.78,1355.68
Machine_1,2025-04-09 23:36:00,OK,44.23,44.69,237.91,9.09,717.97
Machine_1,2025-04-09 23:40:00,Not OK,11.96,5.83,259.47,6.13,1391.65
Machine_1,2025-04-09 23:44:00,OK,23.54,52.33,238.60,6.78,588.13
Machine_1,2025-04-09 23:48:00,Not OK,79.19,56.01,236.67,9.27,938.62
Machine_1,2025-04-09 23:52:00,OK,45.91,31.64,225.90,5.33,830.22
Machine_1,2025-04-09 23:56:00,Not OK,14.42,49.04,217.11,9.10,1490.55
Machine_1,2025-04-10 00:00:00,OK,48.18,49.21,238.48,9.77,2264.60
Machine_1,2025-04-10 00:04:00,OK,52.51,53.09,218.88,6.78,1449.45
Machine_1,2025-04-10 00:08:00,OK,32.47,54.90,235.75,6.25,795.54
Machine_1,2025-04-10 00:12:00,OK,58.38,53.39,229.76,9.37,1897.13
Machine_1,2025-04-10 00:16:00,Not OK,54.25,18.74,239.09,5.16,1330.12
Machine_1,2025-04-10 00:20:00,Not OK,46.94,56.26,257.38,6.91,860.85
Machine_1,2025-04-10 00:24:00,Not OK,85.18,34.43,211.65,15.79,562.29
Machine_1,2025-04-10 00:28:00,Not OK,51.09,41.47,212.63,5.63,3115.15
Machine_1,2025-04-10 00:32:00,OK,43.73,43.84,213.93,8.87,1180.20
Machine_1,2025-04-10 00:36:00,Not OK,43.90,84.01,220.23,9.91,284.10
Machine_1,2025-04-10 00:40:00,OK,36.05,59.14,216.65,8.72,2238.94
Machine_1,2025-04-10 00:44:00,Not OK,36.42,90.99,198.64,2.32,1516.79
Machine_1,2025-04-10 00:48:00,Not OK,44.07,43.36,237.72,5.29,4173.67
Machine_1,2025-04-10 00:52:00,OK,40.21,45.79,217.74,5.84,2323.73
Machine_1,2025-04-10 00:56:00,Not OK,49.44,42.94,204.23,7.06,1746.30
Machine_1,2025-04-10 01:00:00,OK,39.89,40.54,236.76,9.81,1762.86
Machine_1,2025-04-10 01:04:00,Not OK,37.76,54.28,236.31,15.05,904.43
Machine_1,2025-04-10 01:08:00,Not OK,51.12,33.50,214.92,6.89,206.00
Machine_1,2025-04-10 01:12:00,OK,59.78,32.78,213.58,6.80,1979.69
Machine_1,2025-04-10 01:16:00,OK,31.45,50.20,225.64,8.05,2081.47
Machine_1,2025-04-10 01:20:00,Not OK,46.09,21.55,246.92,8.77,900.91
Machine_1,2025-04-10 01:24:00,OK,35.40,54.82,211.80,6.07,982.37
Machine_1,2025-04-10 01:28:00,OK,24.98,52.07,227.05,7.86,1348.03
Machine_1,2025-04-10 01:32:00,OK,37.41,38.94,233.65,6.12,1299.61
Machine_1,2025-04-10 01:36:00,OK,33.83,36.23,214.78,6.02,1067.76
Machine_1,2025-04-10 01:40:00,OK,39.75,47.71,226.09,8.93,1654.96
Machine_1,2025-04-10 01:44:00,OK,52.06,41.83,232.30,7.26,2418.91
Machine_1,2025-04-10 01:48:00,OK,23.78,31.92,214.86,5.98,981.83
Machine_1,2025-04-10 01:52:00,OK,43.34,47.43,211.36,7.94,1712.90
Machine_1,2025-04-10 01:56:00,OK,35.46,52.25,215.81,7.27,2365.42
Machine_1,2025-04-10 02:00:00,OK,42.76,39.48,210.08,5.08,1175.56
Machine_1,2025-04-10 02:04:00,Not OK,39.90,37.95,257.60,18.79,1844.11
Machine_1,2025-04-10 02:08:00,Not OK,25.33,53.56,223.29,14.28,140.01
Machine_1,2025-04-10 02:12:00,OK,43.72,47.45,223.76,7.19,2271.30
Machine_1,2025-04-10 02:16:00,OK,20.63,54.33,217.79,9.19,1426.49
Machine_1,2025-04-10 02:20:00,OK,41.72,34.25,237.24,9.19,2155.64
Machine_1,2025-04-10 02:24:00,OK,24.35,59.06,213.50,8.05,776.92
Machine_1,2025-04-10 02:28:00,Not OK,11.61,43.19,217.27,3.18,2343.67
Machine_1,2025-04-10 02:32:00,OK,54.11,44.38,233.01,7.00,899.00
Machine_1,2025-04-10 02:36:00,OK,22.91,55.12,225.40,9.89,1295.67
Machine_1,2025-04-10 02:40:00,Not OK,40.76,35.91,235.54,5.32,3950.79
Machine_1,2025-04-10 02:44:00,OK,58.12,30.74,215.35,7.15,923.04
Machine_1,2025-04-10 02:48:00,OK,44.48,58.40,227.16,9.45,2224.32
Machine_1,2025-04-10 02:52:00,OK,42.80,33.83,228.69,9.64,1588.78
Machine_1,2025-04-10 02:56:00,OK,30.35,42.35,237.65,9.06,1596.96
Machine_1,2025-04-10 03:00:00,OK,30.11,44.77,235.35,9.22,1162.18
Machine_1,2025-04-10 03:04:00,OK,58.52,32.03,237.65,7.08,796.56
Machine_1,2025-04-10 03:08:00,OK,45.54,31.72,228.55,6.73,1096.07
Machine_1,2025-04-10 03:12:00,OK,39.37,34.26,218.11,6.99,900.06
Machine_1,2025-04-10 03:16:00,OK,47.22,56.20,238.64,9.09,2144.72
Machine_1,2025-04-10 03:20:00,Not OK,76.78,38.20,221.13,9.00,2307.10
Machine_1,2025-04-10 03:24:00,OK,56.20,50.08,222.34,7.75,1866.40
Machine_1,2025-04-10 03:28:00,Not OK,51.23,56.69,220.05,5.05,291.55
Machine_1,2025-04-10 03:32:00,Not OK,30.63,22.06,236.97,7.79,1933.74
Machine_1,2025-04-10 03:36:00,OK,35.48,33.35,236.80,5.05,625.69
Machine_1,2025-04-10 03:40:00,OK,54.30,37.02,216.14,8.43,1817.30
Machine_1,2025-04-10 03:44:00,Not OK,14.17,30.89,251.82,5.19,1107.58
Machine_1,2025-04-10 03:48:00,Not OK,47.78,32.34,222.20,5.68,272.40
Machine_1,2025-04-10 03:52:00,OK,52.87,55.60,219.08,9.60,1287.10
Machine_1,2025-04-10 03:56:00,OK,30.77,50.64,233.45,9.47,1622.40
Machine_1,2025-04-10 04:00:00,OK,54.78,58.49,216.79,6.05,1141.11
Machine_1,2025-04-10 04:04:00,Not OK,44.79,39.61,216.68,9.75,313.14
Machine_1,2025-04-10 04:08:00,OK,35.86,42.91,230.20,9.31,1867.39
Machine_1,2025-04-10 04:12:00,Not OK,30.69,47.54,232.45,18.05,925.30
Machine_1,2025-04-10 04:16:00,OK,23.43,40.27,213.45,7.83,783.89
Machine_1,2025-04-10 04:20:00,OK,22.11,53.68,224.51,5.02,1472.00
Machine_1,2025-04-10 04:24:00,OK,31.30,51.21,227.86,7.51,2457.29
Machine_1,2025-04-10 04:28:00,OK,32.68,40.69,227.17,5.23,2383.01
Machine_1,2025-04-10 04:32:00,OK,35.04,49.22,238.77,5.59,799.81
Machine_1,2025-04-10 04:36:00,Not OK,39.68,39.01,194.72,6.50,1428.35
Machine_1,2025-04-10 04:40:00,OK,29.74,36.09,211.42,9.77,532.32
Machine_1,2025-04-10 04:44:00,Not OK,64.59,38.34,230.68,9.59,333.50
Machine_1,2025-04-10 04:48:00,Not OK,20.07,58.96,218.31,3.04,2155.28
Machine_1,2025-04-10 04:52:00,Not OK,38.75,54.48,238.37,1.73,1992.49
Machine_1,2025-04-10 04:56:00,Not OK,9.02,13.76,210.57,5.01,279.27
Machine_1,2025-04-10 05:00:00,Not OK,89.11,89.82,237.51,9.58,2051.79
Machine_1,2025-04-10 05:04:00,Not OK,10.51,90.33,222.15,2.67,1408.99
Machine_1,2025-04-10 05:08:00,OK,42.15,43.56,215.78,8.82,1416.59
Machine_1,2025-04-10 05:12:00,Not OK,5.12,40.65,235.33,1.28,1097.18
Machine_1,2025-04-10 05:16:00,Not OK,58.16,57.49,183.22,5.47,1396.91
Machine_1,2025-04-10 05:20:00,Not OK,48.90,35.17,257.33,9.87,632.04
Machine_1,2025-04-10 05:24:00,OK,57.42,32.96,212.72,9.59,1723.05
Machine_1,2025-04-10 05:28:00,OK,38.34,37.13,228.89,8.12,1635.55
Machine_1,2025-04-10 05:32:00,OK,38.33,44.84,224.86,8.60,1175.22
Machine_1,2025-04-10 05:36:00,OK,42.09,50.93,231.83,5.49,1437.51
Machine_1,2025-04-10 05:40:00,OK,22.75,55.04,229.63,7.43,2044.33
Machine_1,2025-04-10 05:44:00,OK,33.61,41.93,212.26,7.28,1975.39
Machine_1,2025-04-10 05:48:00,OK,30.98,58.21,225.06,6.11,1023.82
Machine_1,2025-04-10 05:52:00,OK,26.56,58.13,220.87,5.44,1102.86
Machine_1,2025-04-10 05:56:00,Not OK,38.22,36.17,214.79,7.28,3906.58
Machine_1,2025-04-10 06:00:00,OK,40.40,58.14,215.29,6.27,1214.54
Machine_1,2025-04-10 06:04:00,OK,40.92,43.28,228.60,5.16,2446.08
Machine_1,2025-04-10 06:08:00,Not OK,54.38,47.92,229.03,15.51,2391.32
Machine_1,2025-04-10 06:12:00,Not OK,21.13,41.72,219.35,2.92,104.45
Machine_1,2025-04-10 06:16:00,OK,36.38,46.18,228.95,5.60,1184.79
Machine_1,2025-04-10 06:20:00,OK,33.94,51.93,222.26,9.90,2174.29
Machine_1,2025-04-10 06:24:00,Not OK,25.92,44.08,224.31,1.15,874.20
Machine_1,2025-04-10 06:28:00,OK,23.78,48.03,235.24,7.10,2258.62
Machine_1,2025-04-10 06:32:00,OK,28.39,52.07,233.37,8.63,2077.35
Machine_1,2025-04-10 06:36:00,OK,29.34,42.23,215.54,6.00,2181.29
Machine_1,2025-04-10 06:40:00,OK,38.26,44.84,236.84,6.95,781.85
Machine_1,2025-04-10 06:44:00,Not OK,48.95,36.75,230.69,1.77,1498.58
Machine_1,2025-04-10 06:48:00,OK,34.02,32.67,214.16,8.36,1965.52
Machine_1,2025-04-10 06:52:00,OK,39.33,30.68,216.26,8.53,2087.22
Machine_1,2025-04-10 06:56:00,Not OK,48.38,10.33,245.21,2.54,783.59
Machine_1,2025-04-10 07:00:00,Not OK,48.09,38.71,247.53,7.80,1229.48
Machine_1,2025-04-10 07:04:00,Not OK,81.29,52.76,212.10,9.08,2368.72
Machine_1,2025-04-10 07:08:00,OK,44.63,31.53,222.36,5.41,1827.90
Machine_1,2025-04-10 07:12:00,Not OK,58.02,49.12,233.89,17.25,2459.73
Machine_1,2025-04-10 07:16:00,OK,31.23,58.61,238.30,6.39,1777.19
Machine_1,2025-04-10 07:20:00,Not OK,44.12,56.03,204.18,9.13,1164.85
Machine_1,2025-04-10 07:24:00,Not OK,26.86,47.97,230.84,14.65,153.74
Machine_1,2025-04-10 07:28:00,Not OK,83.81,89.45,251.24,8.82,1149.48
Machine_1,2025-04-10 07:32:00,OK,47.31,41.58,218.68,9.95,2342.46
Machine_1,2025-04-10 07:36:00,Not OK,73.75,57.84,214.18,8.32,2297.78
Machine_1,2025-04-10 07:40:00,Not OK,86.37,38.06,246.96,7.18,2077.12
Machine_1,2025-04-10 07:44:00,OK,27.69,30.39,238.07,8.59,1555.29
Machine_1,2025-04-10 07:48:00,OK,47.53,57.54,224.72,9.46,602.55
Machine_1,2025-04-10 07:52:00,Not OK,84.15,21.55,235.55,18.52,1208.47
Machine_1,2025-04-10 07:56:00,OK,37.05,55.79,228.68,6.97,1241.38
Machine_1,2025-04-10 08:00:00,OK,29.49,42.26,227.95,9.61,1174.68
Machine_1,2025-04-10 08:04:00,OK,31.23,40.11,216.39,5.75,2339.56
Machine_1,2025-04-10 08:08:00,OK,51.13,38.69,238.32,6.71,2214.35
Machine_1,2025-04-10 08:12:00,OK,33.66,34.32,218.42,6.66,1457.61
Machine_1,2025-04-10 08:16:00,OK,40.30,53.50,220.95,7.58,519.14
Machine_1,2025-04-10 08:20:00,Not OK,32.78,35.44,258.43,6.84,115.55
Machine_1,2025-04-10 08:24:00,OK,59.10,50.54,221.26,7.13,2147.22
Machine_1,2025-04-10 08:28:00,OK,59.11,45.63,217.32,9.31,2232.56
Machine_1,2025-04-10 08:32:00,OK,21.05,57.45,218.07,5.66,1371.62
Machine_1,2025-04-10 08:36:00,Not OK,51.43,10.98,193.15,5.45,156.22
Machine_1,2025-04-10 08:40:00,OK,20.30,34.28,233.38,8.10,2396.48
Machine_1,2025-04-10 08:44:00,Not OK,22.79,36.20,218.42,2.34,395.97
Machine_1,2025-04-10 08:48:00,OK,34.73,52.90,238.63,9.01,597.61
Machine_1,2025-04-10 08:52:00,OK,58.51,33.98,211.47,8.87,2005.33
Machine_1,2025-04-10 08:56:00,OK,22.01,43.68,237.82,7.12,1941.45
Machine_1,2025-04-10 09:00:00,OK,56.69,44.72,221.98,8.61,1978.92
Machine_1,2025-04-10 09:04:00,Not OK,45.48,10.43,234.55,9.18,3025.71
Machine_1,2025-04-10 09:08:00,OK,37.14,37.86,217.57,7.17,512.43
Machine_1,2025-04-10 09:12:00,Not OK,56.23,47.17,196.67,9.72,3413.25
Machine_1,2025-04-10 09:16:00,OK,39.87,55.87,232.87,5.12,1801.67
Machine_1,2025-04-10 09:20:00,OK,27.47,34.28,236.36,6.87,1049.38
Machine_1,2025-04-10 09:24:00,OK,54.51,37.54,210.83,6.61,1970.26
Machine_1,2025-04-10 09:28:00,OK,44.76,52.86,219.10,6.09,549.74
Machine_1,2025-04-10 09:32:00,Not OK,55.74,44.08,214.02,3.41,1397.27
Machine_1,2025-04-10 09:36:00,OK,47.16,44.78,226.26,9.60,1443.01
Machine_1,2025-04-10 09:40:00,OK,34.41,40.21,226.89,10.00,1599.81
Machine_1,2025-04-10 09:44:00,OK,20.84,39.12,222.58,5.88,2471.72
Machine_1,2025-04-10 09:48:00,Not OK,81.21,37.52,210.65,19.21,3074.56
Machine_1,2025-04-10 09:52:00,OK,41.94,54.48,226.75,8.40,1548.76
Machine_1,2025-04-10 09:56:00,OK,58.00,41.19,230.39,9.05,569.37
Machine_1,2025-04-10 10:00:00,OK,40.89,46.87,239.69,6.85,1377.63
Machine_1,2025-04-10 10:04:00,OK,54.79,39.15,218.99,7.67,573.80
Machine_1,2025-04-10 10:08:00,Not OK,63.37,54.14,227.96,9.68,1888.47
Machine_1,2025-04-10 10:12:00,Not OK,31.01,16.53,226.42,9.59,850.87
Machine_1,2025-04-10 10:16:00,OK,50.64,56.13,239.22,7.65,1852.18
Machine_1,2025-04-10 10:20:00,Not OK,39.41,44.50,215.00,8.05,120.12
Machine_1,2025-04-10 10:24:00,OK,41.67,31.44,215.95,5.44,1949.68
Machine_1,2025-04-10 10:28:00,OK,39.21,52.06,231.88,7.54,2388.22
Machine_1,2025-04-10 10:32:00,Not OK,89.03,17.27,225.94,7.78,1198.41
Machine_1,2025-04-10 10:36:00,OK,36.22,50.93,234.23,6.95,2011.39
Machine_1,2025-04-10 10:40:00,OK,21.10,59.18,239.62,5.72,1612.02
Machine_1,2025-04-10 10:44:00,Not OK,40.19,50.56,212.76,8.58,3006.21
Machine_1,2025-04-10 10:48:00,OK,27.99,58.30,215.47,6.47,677.90
Machine_1,2025-04-10 10:52:00,OK,55.94,52.45,229.67,9.02,1400.39
Machine_1,2025-04-10 10:56:00,OK,55.74,40.79,235.83,9.06,1994.49
Machine_1,2025-04-10 11:00:00,Not OK,8.80,86.66,213.71,16.40,2363.02
Machine_1,2025-04-10 11:04:00,Not OK,54.86,54.66,228.42,7.43,4506.07
Machine_1,2025-04-10 11:08:00,OK,30.24,51.94,216.73,9.96,1292.56
Machine_1,2025-04-10 11:12:00,Not OK,89.58,45.68,239.12,8.13,1029.59
Machine_1,2025-04-10 11:16:00,OK,39.04,34.43,230.63,9.84,1157.94
Machine_1,2025-04-10 11:20:00,OK,42.06,34.27,229.78,8.74,1674.92
Machine_1,2025-04-10 11:24:00,Not OK,48.44,34.45,227.00,6.17,183.11
Machine_1,2025-04-10 11:28:00,Not OK,45.79,44.68,233.66,5.63,217.73
Machine_1,2025-04-10 11:32:00,OK,58.11,51.38,221.95,6.29,655.44
Machine_1,2025-04-10 11:36:00,Not OK,67.10,53.90,212.92,19.22,4543.99
Machine_1,2025-04-10 11:40:00,Not OK,56.37,57.56,229.33,7.15,4577.70
Machine_1,2025-04-10 11:44:00,OK,32.41,43.70,236.21,6.58,1493.50
Machine_1,2025-04-10 11:48:00,OK,55.13,47.49,225.46,6.31,503.04
Machine_1,2025-04-10 11:52:00,Not OK,79.67,80.33,221.57,6.95,969.51
Machine_1,2025-04-10 11:56:00,Not OK,58.05,54.13,238.66,8.68,3573.95
Machine_1,2025-04-10 12:00:00,OK,27.72,34.88,237.15,5.07,2471.59
Machine_1,2025-04-10 12:04:00,OK,51.54,50.47,235.22,6.24,1725.71
Machine_1,2025-04-10 12:08:00,Not OK,53.47,37.50,229.29,8.74,4420.92
Machine_1,2025-04-10 12:12:00,OK,48.92,40.64,236.93,8.70,1957.48
Machine_1,2025-04-10 12:16:00,OK,23.83,56.53,233.55,8.52,2274.49
Machine_1,2025-04-10 12:20:00,Not OK,62.56,34.92,232.84,6.95,198.53
Machine_1,2025-04-10 12:24:00,OK,29.63,54.98,214.16,9.67,2270.59
Machine_1,2025-04-10 12:28:00,OK,53.91,35.61,219.78,5.18,2029.05
Machine_1,2025-04-10 12:32:00,OK,42.61,47.87,234.34,5.29,2413.09
Machine_1,2025-04-10 12:36:00,Not OK,5.78,99.97,235.19,7.78,2416.11
Machine_1,2025-04-10 12:40:00,Not OK,32.92,18.60,222.45,5.33,1294.46
Machine_1,2025-04-10 12:44:00,OK,46.47,51.96,227.77,9.28,1171.84
Machine_1,2025-04-10 12:48:00,OK,22.47,51.67,229.78,5.74,1353.07
Machine_1,2025-04-10 12:52:00,OK,38.38,37.60,218.99,5.10,505.18
Machine_1,2025-04-10 12:56:00,Not OK,20.54,96.80,228.64,13.19,983.57
Machine_1,2025-04-10 13:00:00,OK,35.39,53.87,230.38,8.28,1803.25
Machine_1,2025-04-10 13:04:00,OK,54.50,58.50,237.24,7.52,1678.55
Machine_1,2025-04-10 13:08:00,OK,55.76,43.84,211.13,5.89,2204.32
Machine_1,2025-04-10 13:12:00,Not OK,42.65,50.70,184.60,3.18,4702.73
Machine_1,2025-04-10 13:16:00,OK,25.01,41.00,236.56,7.22,1742.23
Machine_1,2025-04-10 13:20:00,OK,33.34,44.18,226.39,8.96,1243.72
Machine_1,2025-04-10 13:24:00,OK,48.55,37.51,230.92,7.66,645.95
Machine_1,2025-04-10 13:28:00,Not OK,58.02,48.99,213.38,3.62,1547.86
Machine_1,2025-04-10 13:32:00,OK,50.16,37.55,224.84,9.94,620.87
Machine_1,2025-04-10 13:36:00,OK,54.10,49.31,220.51,6.43,2112.79
Machine_1,2025-04-10 13:40:00,OK,58.37,36.87,225.55,7.43,1030.81
Machine_1,2025-04-10 13:44:00,OK,25.98,40.74,218.44,7.05,1431.49
Machine_1,2025-04-10 13:48:00,Not OK,59.36,37.39,223.98,2.43,1644.45
Machine_1,2025-04-10 13:52:00,OK,48.26,42.20,216.92,7.63,1766.67
Machine_1,2025-04-10 13:56:00,OK,29.48,35.16,218.69,5.99,1913.60
Machine_1,2025-04-10 14:00:00,Not OK,7.42,55.71,235.73,8.49,1042.22
Machine_1,2025-04-10 14:04:00,Not OK,24.81,22.05,212.04,12.16,3673.39
Machine_1,2025-04-10 14:08:00,Not OK,13.43,57.01,185.33,7.15,1454.44
Machine_1,2025-04-10 14:12:00,OK,37.57,38.14,220.32,6.01,2480.29
Machine_1,2025-04-10 14:16:00,Not OK,20.55,87.64,237.06,5.12,291.31
Machine_1,2025-04-10 14:20:00,OK,26.76,31.69,215.03,5.05,1232.35
Machine_1,2025-04-10 14:24:00,OK,50.87,31.57,211.91,9.10,2075.95
Machine_1,2025-04-10 14:28:00,OK,45.88,49.11,233.41,8.80,1241.97
Machine_1,2025-04-10 14:32:00,OK,53.87,39.53,217.27,8.79,1682.88
Machine_1,2025-04-10 14:36:00,OK,58.07,49.99,213.80,6.45,968.27
Machine_1,2025-04-10 14:40:00,Not OK,7.22,33.06,220.31,7.24,1126.85
Machine_1,2025-04-10 14:44:00,OK,51.18,32.52,223.70,5.84,641.97
Machine_1,2025-04-10 14:48:00,OK,45.70,46.77,230.65,5.39,530.69
Machine_1,2025-04-10 14:52:00,OK,39.57,54.10,232.46,7.34,1477.61
Machine_1,2025-04-10 14:56:00,Not OK,30.92,47.03,237.11,5.17,3768.93
Machine_1,2025-04-10 15:00:00,Not OK,63.42,51.22,199.34,8.45,1350.66
Machine_1,2025-04-10 15:04:00,Not OK,34.13,82.93,257.90,7.73,2276.67
Machine_1,2025-04-10 15:08:00,Not OK,22.55,55.05,187.00,7.07,1514.36
Machine_1,2025-04-10 15:12:00,Not OK,68.66,93.60,210.18,17.50,740.35
Machine_1,2025-04-10 15:16:00,Not OK,36.65,15.71,219.15,6.96,2007.94
Machine_1,2025-04-10 15:20:00,OK,23.94,30.85,216.33,8.90,2417.36
Machine_1,2025-04-10 15:24:00,OK,53.70,59.94,221.65,6.03,1092.73
Machine_1,2025-04-10 15:28:00,Not OK,59.96,14.65,234.03,7.86,1788.77
Machine_1,2025-04-10 15:32:00,OK,28.60,33.03,232.21,6.58,594.48
Machine_1,2025-04-10 15:36:00,OK,51.60,34.85,215.03,8.60,1881.84
Machine_1,2025-04-10 15:40:00,OK,38.42,33.12,217.13,7.14,1563.59
Machine_1,2025-04-10 15:44:00,OK,41.88,45.54,220.23,8.50,2474.08
Machine_1,2025-04-10 15:48:00,OK,29.84,31.05,226.39,7.13,634.76
Machine_1,2025-04-10 15:52:00,OK,45.13,47.61,235.76,8.97,644.28
Machine_1,2025-04-10 15:56:00,OK,52.07,56.00,235.62,6.86,1774.75
