INSERT INTO AllData (id_maquina, data, estado, temperature, humidity, voltage, current, power) VALUES
('Machine_1','2025-04-06 10:32:00','Not OK',71.26,53.48,232.18,18.41,4479.50),
('Machine_1','2025-04-06 10:36:00','OK',27.01,59.16,216.87,9.87,2144.04),
('Machine_1','2025-04-06 10:40:00','OK',50.77,43.35,220.79,9.83,2298.19),
('Machine_1','2025-04-06 10:44:00','OK',29.50,43.48,213.74,9.70,646.19),
('Machine_1','2025-04-06 10:48:00','OK',28.78,32.35,221.72,9.65,1330.61),
('Machine_1','2025-04-06 10:52:00','OK',39.11,35.35,228.98,5.35,1949.06),
('Machine_1','2025-04-06 10:56:00','OK',30.17,38.09,239.21,9.26,1837.07),
('Machine_1','2025-04-06 11:00:00','OK',53.07,54.79,226.00,9.34,1999.44),
('Machine_1','2025-04-06 11:04:00','Not OK',86.53,56.69,217.90,19.00,4448.00),
('Machine_1','2025-04-06 11:08:00','Not OK',35.25,54.13,192.12,9.48,646.10),
('Machine_1','2025-04-06 11:12:00','OK',26.73,48.98,224.43,7.27,2103.51),
('Machine_1','2025-04-06 11:16:00','OK',54.47,53.04,215.93,5.36,647.62),
('Machine_1','2025-04-06 11:20:00','OK',36.89,43.94,239.48,6.48,1712.06),
('Machine_1','2025-04-06 11:24:00','OK',49.62,50.65,217.74,5.20,2451.27),
('Machine_1','2025-04-06 11:28:00','OK',35.32,32.66,237.89,8.76,800.07),
('Machine_1','2025-04-06 11:32:00','OK',44.79,54.33,213.60,7.72,2375.89),
('Machine_1','2025-04-06 11:36:00','OK',20.19,49.70,217.93,5.63,1699.60),
('Machine_1','2025-04-06 11:40:00','Not OK',31.83,83.09,192.34,6.33,3688.40),
('Machine_1','2025-04-06 11:44:00','OK',30.22,58.33,221.71,7.71,1886.09),
('Machine_1','2025-04-06 11:48:00','OK',32.52,56.70,228.61,8.63,2168.30),
('Machine_1','2025-04-06 11:52:00','OK',58.37,44.15,219.33,6.13,2214.80),
('Machine_1','2025-04-06 11:56:00','OK',37.33,47.40,212.42,5.47,1174.95),
('Machine_1','2025-04-06 12:00:00','Not OK',89.37,56.20,221.87,5.16,3919.04),
('Machine_1','2025-04-06 12:04:00','OK',32.46,35.76,212.61,9.27,868.82),
('Machine_1','2025-04-06 12:08:00','OK',37.99,40.82,229.62,9.59,1341.65),
('Machine_1','2025-04-06 12:12:00','OK',51.91,59.72,225.61,5.70,1980.63),
('Machine_1','2025-04-06 12:16:00','Not OK',28.22,55.89,196.35,7.30,875.26),
('Machine_1','2025-04-06 12:20:00','OK',30.79,38.93,210.28,8.67,2438.04),
('Machine_1','2025-04-06 12:24:00','Not OK',43.00,85.43,199.87,8.75,4378.40),
('Machine_1','2025-04-06 12:28:00','OK',38.60,42.03,215.84,9.96,1226.81),
('Machine_1','2025-04-06 12:32:00','Not OK',47.03,38.96,196.29,7.71,889.24),
('Machine_1','2025-04-06 12:36:00','OK',35.53,41.06,216.05,6.77,1500.73),
('Machine_1','2025-04-06 12:40:00','OK',36.29,47.22,228.01,6.14,1272.02),
('Machine_1','2025-04-06 12:44:00','OK',53.04,50.81,233.08,6.20,1894.25),
('Machine_1','2025-04-06 12:48:00','Not OK',83.69,30.34,228.18,18.26,4481.83),
('Machine_1','2025-04-06 12:52:00','OK',36.62,52.60,237.25,9.43,575.76),
('Machine_1','2025-04-06 12:56:00','OK',29.37,46.43,236.53,6.30,1142.54),
('Machine_1','2025-04-06 13:00:00','OK',31.33,39.45,212.24,8.76,685.63),
('Machine_1','2025-04-06 13:04:00','OK',32.93,51.23,212.32,8.78,1188.85),
('Machine_1','2025-04-06 13:08:00','Not OK',64.23,41.61,226.91,16.75,3815.04),
('Machine_1','2025-04-06 13:12:00','OK',56.00,37.55,232.89,6.22,1934.29),
('Machine_1','2025-04-06 13:16:00','OK',28.95,58.90,213.99,9.43,658.27),
('Machine_1','2025-04-06 13:20:00','OK',39.95,30.07,214.78,9.82,1668.19),
('Machine_1','2025-04-06 13:24:00','OK',33.85,43.45,226.11,7.49,1345.58),
('Machine_1','2025-04-06 13:28:00','OK',54.22,41.18,218.32,8.95,566.14),
('Machine_1','2025-04-06 13:32:00','OK',39.44,38.62,221.04,7.97,548.46),
('Machine_1','2025-04-06 13:36:00','OK',22.54,33.42,239.28,6.06,1297.66),
('Machine_1','2025-04-06 13:40:00','OK',56.20,41.20,217.30,8.24,642.83),
('Machine_1','2025-04-06 13:44:00','OK',52.95,39.10,232.84,5.26,2426.69),
('Machine_1','2025-04-06 13:48:00','OK',32.45,35.75,211.53,6.76,718.54),
('Machine_1','2025-04-06 13:52:00','OK',26.74,36.33,221.90,7.99,1702.16),
('Machine_1','2025-04-06 13:56:00','OK',27.92,43.31,223.23,6.39,998.41),
('Machine_1','2025-04-06 14:00:00','Not OK',58.55,82.85,196.19,8.03,3820.26),
('Machine_1','2025-04-06 14:04:00','Not OK',78.32,52.16,232.24,9.41,3732.14),
('Machine_1','2025-04-06 14:08:00','Not OK',62.29,38.56,227.25,19.21,4150.51),
('Machine_1','2025-04-06 14:12:00','OK',46.40,47.90,216.73,8.06,1025.29),
('Machine_1','2025-04-06 14:16:00','Not OK',60.27,59.53,238.65,17.11,3647.61),
('Machine_1','2025-04-06 14:20:00','OK',24.95,54.49,211.84,7.66,2031.89),
('Machine_1','2025-04-06 14:24:00','OK',54.51,30.78,236.17,6.39,2057.38),
('Machine_1','2025-04-06 14:28:00','OK',59.38,42.14,239.96,7.27,614.23),
('Machine_1','2025-04-06 14:32:00','OK',57.73,45.21,239.65,8.79,1850.27),
('Machine_1','2025-04-06 14:36:00','Not OK',67.94,33.76,219.91,18.00,3629.97),
('Machine_1','2025-04-06 14:40:00','OK',39.57,32.26,215.83,6.60,2268.84),
('Machine_1','2025-04-06 14:44:00','OK',28.09,46.13,229.85,9.66,2191.20),
('Machine_1','2025-04-06 14:48:00','Not OK',74.96,55.11,233.25,18.85,4139.00),
('Machine_1','2025-04-06 14:52:00','Not OK',46.09,80.48,194.30,8.09,3921.66),
('Machine_1','2025-04-06 14:56:00','OK',25.27,39.41,221.37,9.57,1125.30),
('Machine_1','2025-04-06 15:00:00','Not OK',56.90,32.14,193.70,7.74,531.46),
('Machine_1','2025-04-06 15:04:00','OK',24.76,59.07,211.68,9.84,1347.91),
('Machine_1','2025-04-06 15:08:00','Not OK',45.14,45.24,194.68,8.27,528.02),
('Machine_1','2025-04-06 15:12:00','OK',25.93,34.86,219.83,9.61,2088.59),
('Machine_1','2025-04-06 15:16:00','OK',43.69,46.76,221.28,9.99,1611.79),
('Machine_1','2025-04-06 15:20:00','OK',45.73,41.60,217.65,7.77,1278.40),
('Machine_1','2025-04-06 15:24:00','OK',27.59,47.67,211.53,7.56,2498.43),
('Machine_1','2025-04-06 15:28:00','OK',38.07,51.73,213.70,9.60,1074.09),
('Machine_1','2025-04-06 15:32:00','OK',49.29,59.93,225.04,9.56,1598.12),
('Machine_1','2025-04-06 15:36:00','OK',20.94,44.53,228.92,6.57,2177.90),
('Machine_1','2025-04-06 15:40:00','OK',23.93,54.34,213.93,8.92,1073.70),
('Machine_1','2025-04-06 15:44:00','OK',37.88,40.63,229.48,8.98,2208.90),
('Machine_1','2025-04-06 15:48:00','OK',32.31,52.17,227.69,6.76,2455.31),
('Machine_1','2025-04-06 15:52:00','Not OK',26.11,47.99,198.22,7.51,868.43),
('Machine_1','2025-04-06 15:56:00','OK',50.37,50.68,218.74,7.06,1945.51),
('Machine_1','2025-04-06 16:00:00','OK',21.25,51.84,234.92,5.02,1206.35),
('Machine_1','2025-04-06 16:04:00','OK',22.38,55.72,217.36,7.34,664.11),
('Machine_1','2025-04-06 16:08:00','OK',22.34,40.09,239.65,6.20,673.40),
('Machine_1','2025-04-06 16:12:00','OK',42.67,59.79,212.34,8.48,1618.52),
('Machine_1','2025-04-06 16:16:00','OK',23.21,40.62,219.71,8.81,2009.43),
('Machine_1','2025-04-06 16:20:00','OK',43.09,40.54,220.16,7.65,1483.35),
('Machine_1','2025-04-06 16:24:00','OK',59.68,30.15,234.58,7.58,1197.71),
('Machine_1','2025-04-06 16:28:00','OK',46.62,47.78,239.67,8.34,2112.25),
('Machine_1','2025-04-06 16:32:00','OK',38.77,49.45,215.18,9.20,2421.99),
('Machine_1','2025-04-06 16:36:00','OK',59.49,50.46,239.46,9.43,845.89),
('Machine_1','2025-04-06 16:40:00','OK',38.72,58.38,211.86,9.71,1009.36),
('Machine_1','2025-04-06 16:44:00','OK',22.91,48.41,219.05,8.00,2151.52),
('Machine_1','2025-04-06 16:48:00','Not OK',68.07,37.24,230.22,17.77,3832.00),
('Machine_1','2025-04-06 16:52:00','OK',49.87,43.09,231.88,9.27,2444.95),
('Machine_1','2025-04-06 16:56:00','OK',34.78,53.35,227.78,6.73,2384.93),
('Machine_1','2025-04-06 17:00:00','OK',32.19,35.64,212.62,8.03,2490.61),
('Machine_1','2025-04-06 17:04:00','Not OK',83.67,31.72,225.91,7.59,3964.67),
('Machine_1','2025-04-06 17:08:00','OK',55.03,50.51,221.88,8.82,1020.18),
('Machine_1','2025-04-06 17:12:00','Not OK',78.72,54.97,217.69,7.94,4914.39),
('Machine_1','2025-04-06 17:16:00','OK',23.59,46.55,227.60,6.86,1860.67),
('Machine_1','2025-04-06 17:20:00','OK',49.69,54.30,226.24,8.23,626.19),
('Machine_1','2025-04-06 17:24:00','OK',29.48,40.26,236.58,8.75,2062.62),
('Machine_1','2025-04-06 17:28:00','OK',44.03,40.71,215.04,8.45,1600.44),
('Machine_1','2025-04-06 17:32:00','OK',42.80,38.90,230.33,6.97,516.56),
('Machine_1','2025-04-06 17:36:00','Not OK',81.35,31.85,229.39,5.63,3965.71),
('Machine_1','2025-04-06 17:40:00','OK',35.31,54.82,239.68,7.96,1090.45),
('Machine_1','2025-04-06 17:44:00','OK',20.22,30.53,221.17,8.40,1565.51),
('Machine_1','2025-04-06 17:48:00','OK',29.86,54.79,227.23,5.60,2254.09),
('Machine_1','2025-04-06 17:52:00','OK',50.16,52.92,232.99,6.02,2419.76),
('Machine_1','2025-04-06 17:56:00','OK',36.91,35.68,216.30,6.80,2118.18),
('Machine_1','2025-04-06 18:00:00','OK',50.82,33.94,210.08,5.77,2411.89),
('Machine_1','2025-04-06 18:04:00','Not OK',38.62,89.86,192.47,5.06,4390.11),
('Machine_1','2025-04-06 18:08:00','Not OK',71.43,43.08,233.21,17.33,3783.76),
('Machine_1','2025-04-06 18:12:00','OK',39.74,59.73,214.63,6.43,1423.58),
('Machine_1','2025-04-06 18:16:00','OK',51.12,31.41,219.79,9.88,2333.71),
('Machine_1','2025-04-06 18:20:00','OK',59.97,51.82,225.72,9.56,887.79),
('Machine_1','2025-04-06 18:24:00','OK',22.40,51.50,232.52,8.04,856.95),
('Machine_1','2025-04-06 18:28:00','Not OK',23.05,86.98,198.06,9.15,3899.93),
('Machine_1','2025-04-06 18:32:00','OK',34.41,41.28,222.58,7.44,2484.16),
('Machine_1','2025-04-06 18:36:00','OK',22.02,47.95,223.78,8.45,2363.66),
('Machine_1','2025-04-06 18:40:00','OK',20.21,49.43,237.07,7.81,812.87),
('Machine_1','2025-04-06 18:44:00','OK',23.42,38.88,215.73,7.88,1801.47),
('Machine_1','2025-04-06 18:48:00','OK',45.17,33.16,214.50,5.13,619.15),
('Machine_1','2025-04-06 18:52:00','OK',22.15,59.35,214.36,6.99,533.67),
('Machine_1','2025-04-06 18:56:00','OK',34.64,48.51,239.59,6.75,1441.70),
('Machine_1','2025-04-06 19:00:00','OK',58.45,46.12,227.10,5.71,833.42),
('Machine_1','2025-04-06 19:04:00','OK',43.32,43.22,232.50,9.42,786.53),
('Machine_1','2025-04-06 19:08:00','OK',38.07,45.77,213.27,7.32,1081.32),
('Machine_1','2025-04-06 19:12:00','OK',41.07,37.25,211.38,6.29,1665.07),
('Machine_1','2025-04-06 19:16:00','OK',38.00,59.17,229.63,7.77,1160.75),
('Machine_1','2025-04-06 19:20:00','OK',24.54,43.72,217.50,6.77,775.00),
('Machine_1','2025-04-06 19:24:00','OK',23.52,37.37,211.28,7.22,1465.07),
('Machine_1','2025-04-06 19:28:00','OK',41.49,56.39,236.61,6.55,1224.35),
('Machine_1','2025-04-06 19:32:00','OK',27.20,49.44,236.39,7.31,624.90),
('Machine_1','2025-04-06 19:36:00','Not OK',89.19,33.36,219.15,5.15,3658.88),
('Machine_1','2025-04-06 19:40:00','OK',29.78,34.10,230.25,8.18,1347.46),
('Machine_1','2025-04-06 19:44:00','OK',51.58,59.54,224.77,7.40,1679.89),
('Machine_1','2025-04-06 19:48:00','Not OK',45.64,46.62,199.56,6.83,516.25),
('Machine_1','2025-04-06 19:52:00','OK',30.31,37.83,219.57,9.41,1747.71),
('Machine_1','2025-04-06 19:56:00','Not OK',23.95,35.45,194.74,9.25,574.06),
('Machine_1','2025-04-06 20:00:00','Not OK',22.30,33.91,199.90,6.30,557.52),
('Machine_1','2025-04-06 20:04:00','OK',47.65,38.56,223.43,8.04,1119.68),
('Machine_1','2025-04-06 20:08:00','Not OK',71.06,48.10,234.41,18.00,4153.96),
('Machine_1','2025-04-06 20:12:00','OK',51.55,31.38,223.00,9.65,1824.39),
('Machine_1','2025-04-06 20:16:00','OK',22.67,41.69,235.49,5.70,2496.93),
('Machine_1','2025-04-06 20:20:00','OK',59.81,36.97,212.23,6.95,728.86),
('Machine_1','2025-04-06 20:24:00','OK',24.02,35.07,212.25,9.21,1633.65),
('Machine_1','2025-04-06 20:28:00','OK',45.98,35.79,216.41,5.45,1775.69),
('Machine_1','2025-04-06 20:32:00','Not OK',61.74,55.92,231.40,18.69,4414.82),
('Machine_1','2025-04-06 20:36:00','Not OK',51.17,80.14,193.96,7.80,3858.71),
('Machine_1','2025-04-06 20:40:00','OK',42.56,49.01,234.72,5.06,1057.58),
('Machine_1','2025-04-06 20:44:00','OK',29.63,43.89,213.16,8.58,1688.25),
('Machine_1','2025-04-06 20:48:00','Not OK',39.52,83.59,192.42,6.25,4358.60),
('Machine_1','2025-04-06 20:52:00','OK',22.82,36.25,216.61,5.61,586.32),
('Machine_1','2025-04-06 20:56:00','OK',39.87,57.29,216.26,6.67,1764.63),
('Machine_1','2025-04-06 21:00:00','OK',57.98,54.39,212.90,9.68,979.33),
('Machine_1','2025-04-06 21:04:00','OK',58.13,32.62,235.62,5.77,1288.10),
('Machine_1','2025-04-06 21:08:00','OK',39.66,54.45,228.31,7.62,1559.23),
('Machine_1','2025-04-06 21:12:00','Not OK',27.55,86.23,193.49,6.53,4060.36),
('Machine_1','2025-04-06 21:16:00','OK',38.86,52.16,237.16,5.84,1930.12),
('Machine_1','2025-04-06 21:20:00','OK',42.12,40.57,216.33,9.42,1136.39),
('Machine_1','2025-04-06 21:24:00','OK',47.44,47.60,221.54,7.41,1665.13),
('Machine_1','2025-04-06 21:28:00','OK',43.28,36.23,225.95,6.58,632.74),
('Machine_1','2025-04-06 21:32:00','OK',22.55,31.34,220.33,7.04,1091.05),
('Machine_1','2025-04-06 21:36:00','OK',22.96,35.89,233.06,9.44,1198.12),
('Machine_1','2025-04-06 21:40:00','Not OK',72.22,41.64,224.73,7.27,4139.35),
('Machine_1','2025-04-06 21:44:00','Not OK',56.41,80.96,190.02,9.83,3658.05),
('Machine_1','2025-04-06 21:48:00','OK',48.35,31.90,237.44,5.49,2372.49),
('Machine_1','2025-04-06 21:52:00','Not OK',85.20,57.03,234.64,7.84,4073.95),
('Machine_1','2025-04-06 21:56:00','Not OK',29.73,53.06,192.35,7.85,552.63),
('Machine_1','2025-04-06 22:00:00','OK',41.77,54.24,215.56,7.74,2230.73),
('Machine_1','2025-04-06 22:04:00','OK',52.38,40.75,221.83,8.45,1220.64),
('Machine_1','2025-04-06 22:08:00','OK',40.44,47.68,215.20,7.16,1790.47),
('Machine_1','2025-04-06 22:12:00','OK',41.39,51.04,214.08,8.31,851.43),
('Machine_1','2025-04-06 22:16:00','Not OK',83.77,35.56,231.36,17.13,4291.32),
('Machine_1','2025-04-06 22:20:00','Not OK',29.44,80.27,190.73,9.12,3766.00),
('Machine_1','2025-04-06 22:24:00','OK',35.74,46.11,219.84,7.15,1525.31),
('Machine_1','2025-04-06 22:28:00','OK',22.10,42.82,218.39,6.21,2001.31),
('Machine_1','2025-04-06 22:32:00','OK',41.21,52.04,212.66,6.17,2475.39),
('Machine_1','2025-04-06 22:36:00','OK',25.17,58.22,212.24,7.69,2154.97),
('Machine_1','2025-04-06 22:40:00','OK',46.17,47.64,216.58,6.32,2289.41),
('Machine_1','2025-04-06 22:44:00','OK',21.90,31.75,224.53,8.96,2297.95),
('Machine_1','2025-04-06 22:48:00','OK',56.57,50.83,212.03,8.88,854.05),
('Machine_1','2025-04-06 22:52:00','Not OK',84.76,54.51,239.02,6.38,3764.81),
('Machine_1','2025-04-06 22:56:00','OK',20.16,50.68,210.08,8.12,1627.00),
('Machine_1','2025-04-06 23:00:00','OK',39.07,46.17,218.71,5.22,1715.39),
('Machine_1','2025-04-06 23:04:00','OK',22.76,56.15,229.61,8.38,665.00),
('Machine_1','2025-04-06 23:08:00','Not OK',77.30,44.40,219.60,8.12,4556.38),
('Machine_1','2025-04-06 23:12:00','Not OK',66.45,55.75,217.11,19.69,3842.60),
('Machine_1','2025-04-06 23:16:00','OK',46.43,45.10,225.79,8.28,1052.22),
('Machine_1','2025-04-06 23:20:00','OK',28.62,34.91,224.07,9.47,2413.03),
('Machine_1','2025-04-06 23:24:00','OK',41.92,59.55,223.71,6.66,2321.59),
('Machine_1','2025-04-06 23:28:00','OK',58.77,49.87,229.78,6.85,1772.76),
('Machine_1','2025-04-06 23:32:00','OK',59.93,40.15,227.01,7.59,633.17),
('Machine_1','2025-04-06 23:36:00','Not OK',80.67,53.11,221.49,9.90,4790.67),
('Machine_1','2025-04-06 23:40:00','Not OK',71.16,37.03,211.85,5.14,4089.25),
('Machine_1','2025-04-06 23:44:00','OK',59.06,45.36,214.77,7.88,2499.23),
('Machine_1','2025-04-06 23:48:00','OK',59.13,35.46,212.26,5.09,1540.75),
('Machine_1','2025-04-06 23:52:00','Not OK',65.55,56.74,211.25,17.80,3667.29),
('Machine_1','2025-04-06 23:56:00','Not OK',40.24,87.42,191.00,6.48,4056.34),
('Machine_1','2025-04-07 00:00:00','OK',56.81,40.01,230.11,6.78,2468.42),
('Machine_1','2025-04-07 00:04:00','OK',59.91,54.95,211.87,9.22,1065.63),
('Machine_1','2025-04-07 00:08:00','OK',38.68,44.67,221.13,5.00,575.49),
('Machine_1','2025-04-07 00:12:00','OK',41.25,38.61,221.98,7.59,1949.98),
('Machine_1','2025-04-07 00:16:00','OK',53.60,33.68,226.27,7.36,1236.86),
('Machine_1','2025-04-07 00:20:00','Not OK',46.18,82.98,198.06,7.63,3886.37),
('Machine_1','2025-04-07 00:24:00','OK',25.52,57.97,237.46,9.51,1394.63),
('Machine_1','2025-04-07 00:28:00','Not OK',71.00,50.24,222.34,9.94,4266.67),
('Machine_1','2025-04-07 00:32:00','OK',36.82,48.60,233.47,5.47,2138.42),
('Machine_1','2025-04-07 00:36:00','OK',53.16,33.02,237.10,6.18,1607.59),
('Machine_1','2025-04-07 00:40:00','OK',29.11,58.95,210.20,5.07,895.19),
('Machine_1','2025-04-07 00:44:00','Not OK',76.35,52.25,238.91,8.96,3807.61),
('Machine_1','2025-04-07 00:48:00','OK',50.46,56.18,226.11,8.80,755.50),
('Machine_1','2025-04-07 00:52:00','OK',38.39,53.86,223.94,5.22,916.01),
('Machine_1','2025-04-07 00:56:00','OK',20.91,55.08,221.67,9.78,545.72),
('Machine_1','2025-04-07 01:00:00','OK',23.29,40.90,235.44,7.57,1191.86),
('Machine_1','2025-04-07 01:04:00','Not OK',31.21,88.97,193.90,9.99,4435.29),
('Machine_1','2025-04-07 01:08:00','Not OK',61.80,33.25,227.59,18.42,4438.02),
('Machine_1','2025-04-07 01:12:00','OK',41.43,50.43,238.23,9.43,1431.79),
('Machine_1','2025-04-07 01:16:00','OK',22.13,34.24,236.82,7.02,1547.36),
('Machine_1','2025-04-07 01:20:00','OK',34.13,35.93,228.12,9.71,2084.06),
('Machine_1','2025-04-07 01:24:00','OK',32.78,35.00,220.97,6.00,2211.18),
('Machine_1','2025-04-07 01:28:00','OK',55.12,55.47,216.94,9.23,1730.18),
('Machine_1','2025-04-07 01:32:00','OK',32.63,30.25,219.44,5.99,1476.29),
('Machine_1','2025-04-07 01:36:00','OK',27.79,35.58,230.90,8.07,1419.80),
('Machine_1','2025-04-07 01:40:00','OK',58.03,55.56,224.40,6.25,2474.42),
('Machine_1','2025-04-07 01:44:00','Not OK',38.15,33.48,198.02,5.52,693.28),
('Machine_1','2025-04-07 01:48:00','OK',41.19,31.16,219.54,8.17,1176.24),
('Machine_1','2025-04-07 01:52:00','OK',54.01,51.21,217.61,8.29,1790.29),
('Machine_1','2025-04-07 01:56:00','OK',28.39,54.81,210.10,9.78,1392.10),
('Machine_1','2025-04-07 02:00:00','OK',55.69,59.89,220.49,7.68,2087.41),
('Machine_1','2025-04-07 02:04:00','Not OK',49.49,44.54,197.17,9.32,816.58),
('Machine_1','2025-04-07 02:08:00','Not OK',82.36,49.95,217.71,16.45,3714.21),
('Machine_1','2025-04-07 02:12:00','Not OK',73.15,42.36,227.35,18.81,3696.79),
('Machine_1','2025-04-07 02:16:00','OK',40.53,43.21,218.85,8.30,1068.77),
('Machine_1','2025-04-07 02:20:00','OK',21.76,34.46,214.04,5.98,1035.92),
('Machine_1','2025-04-07 02:24:00','Not OK',27.93,82.37,194.19,5.30,4336.06),
('Machine_1','2025-04-07 02:28:00','OK',48.34,47.83,239.85,8.64,1202.44),
('Machine_1','2025-04-07 02:32:00','Not OK',61.73,32.44,218.86,18.56,3952.26),
('Machine_1','2025-04-07 02:36:00','OK',25.08,48.17,219.21,7.48,590.93),
('Machine_1','2025-04-07 02:40:00','Not OK',78.58,54.78,236.33,16.30,3873.15),
('Machine_1','2025-04-07 02:44:00','OK',39.26,37.89,210.89,6.67,661.11),
('Machine_1','2025-04-07 02:48:00','OK',31.65,55.09,239.14,6.61,2163.20),
('Machine_1','2025-04-07 02:52:00','Not OK',75.43,49.67,228.54,7.19,3607.66),
('Machine_1','2025-04-07 02:56:00','OK',38.16,34.26,223.22,7.83,1074.12),
('Machine_1','2025-04-07 03:00:00','OK',39.63,55.49,224.33,7.78,1426.53),
('Machine_1','2025-04-07 03:04:00','OK',29.34,46.77,216.76,8.54,1700.76),
('Machine_1','2025-04-07 03:08:00','OK',31.87,43.91,210.02,7.63,2103.01),
('Machine_1','2025-04-07 03:12:00','Not OK',59.34,87.97,190.92,7.37,4471.95),
('Machine_1','2025-04-07 03:16:00','OK',30.47,48.74,238.17,9.08,745.00),
('Machine_1','2025-04-07 03:20:00','OK',20.99,48.30,235.42,7.19,2265.93),
('Machine_1','2025-04-07 03:24:00','OK',23.05,38.87,232.04,7.49,1712.74),
('Machine_1','2025-04-07 03:28:00','OK',55.38,46.25,221.66,6.62,2060.58),
('Machine_1','2025-04-07 03:32:00','OK',52.49,56.92,220.28,6.90,2107.90),
('Machine_1','2025-04-07 03:36:00','OK',49.12,40.24,210.45,9.99,1285.00),
('Machine_1','2025-04-07 03:40:00','Not OK',83.89,58.39,229.51,16.34,3968.86),
('Machine_1','2025-04-07 03:44:00','OK',40.83,36.03,228.66,9.55,2449.28),
('Machine_1','2025-04-07 03:48:00','OK',46.94,41.85,233.27,9.54,679.08),
('Machine_1','2025-04-07 03:52:00','OK',47.13,43.09,213.01,8.18,2376.53),
('Machine_1','2025-04-07 03:56:00','Not OK',76.77,36.00,219.63,9.21,3728.09),
('Machine_1','2025-04-07 04:00:00','OK',60.00,49.91,238.57,6.06,2219.64),
('Machine_1','2025-04-07 04:04:00','OK',38.24,33.33,232.44,9.34,1690.01),
('Machine_1','2025-04-07 04:08:00','OK',53.53,45.36,234.67,8.55,518.71),
('Machine_1','2025-04-07 04:12:00','OK',43.19,48.14,225.22,5.76,1996.35),
('Machine_1','2025-04-07 04:16:00','OK',56.67,39.47,211.86,7.31,1439.87),
('Machine_1','2025-04-07 04:20:00','OK',38.48,44.53,219.91,8.62,2364.03),
('Machine_1','2025-04-07 04:24:00','OK',29.72,56.87,217.15,9.97,591.87),
('Machine_1','2025-04-07 04:28:00','OK',51.25,32.54,214.52,7.45,1757.18),
('Machine_1','2025-04-07 04:32:00','OK',32.01,30.04,229.80,8.87,1825.72),
('Machine_1','2025-04-07 04:36:00','OK',26.10,32.54,211.61,6.39,1007.10),
('Machine_1','2025-04-07 04:40:00','Not OK',24.90,45.91,196.55,9.81,716.81),
('Machine_1','2025-04-07 04:44:00','Not OK',36.31,52.54,193.77,5.78,871.24),
('Machine_1','2025-04-07 04:48:00','OK',32.51,56.89,213.15,9.12,1818.18),
('Machine_1','2025-04-07 04:52:00','OK',34.76,30.87,232.17,5.13,2141.68),
('Machine_1','2025-04-07 04:56:00','OK',55.16,58.75,212.25,8.04,2318.49),
('Machine_1','2025-04-07 05:00:00','OK',25.81,54.20,238.42,6.77,1334.57),
('Machine_1','2025-04-07 05:04:00','OK',48.39,34.12,232.55,6.14,1567.07),
('Machine_1','2025-04-07 05:08:00','OK',20.47,53.50,221.77,7.68,1396.45),
('Machine_1','2025-04-07 05:12:00','OK',22.09,43.69,229.61,8.80,1000.04),
('Machine_1','2025-04-07 05:16:00','OK',54.94,30.46,229.08,8.14,1376.66),
('Machine_1','2025-04-07 05:20:00','Not OK',50.50,84.07,193.79,8.28,4060.47),
('Machine_1','2025-04-07 05:24:00','Not OK',79.14,51.74,234.98,8.23,3620.13),
('Machine_1','2025-04-07 05:28:00','OK',28.17,38.57,234.15,6.47,2307.70),
('Machine_1','2025-04-07 05:32:00','OK',59.43,44.11,220.33,7.69,1370.60),
('Machine_1','2025-04-07 05:36:00','Not OK',59.69,80.04,196.94,5.13,4293.10),
('Machine_1','2025-04-07 05:40:00','OK',51.16,38.14,239.50,5.16,1723.83),
('Machine_1','2025-04-07 05:44:00','Not OK',50.44,85.34,190.27,6.96,3787.76),
('Machine_1','2025-04-07 05:48:00','OK',29.98,58.52,226.68,5.87,2134.58),
('Machine_1','2025-04-07 05:52:00','OK',49.25,58.52,210.68,9.05,725.33),
('Machine_1','2025-04-07 05:56:00','OK',48.13,31.18,223.58,9.13,2247.87),
('Machine_1','2025-04-07 06:00:00','OK',33.23,59.53,231.80,6.54,2066.32),
('Machine_1','2025-04-07 06:04:00','OK',42.24,49.98,217.37,6.35,776.94),
('Machine_1','2025-04-07 06:08:00','OK',43.65,59.84,232.14,7.50,2320.61),
('Machine_1','2025-04-07 06:12:00','OK',50.83,53.46,211.18,7.05,1848.84),
('Machine_1','2025-04-07 06:16:00','OK',42.04,58.26,212.27,6.97,1027.33),
('Machine_1','2025-04-07 06:20:00','OK',50.63,31.58,230.89,8.79,1008.59),
('Machine_1','2025-04-07 06:24:00','OK',28.18,53.35,221.28,7.58,1989.65),
('Machine_1','2025-04-07 06:28:00','OK',30.01,51.26,212.89,9.12,1356.74),
('Machine_1','2025-04-07 06:32:00','OK',44.19,55.74,213.63,9.46,774.09),
('Machine_1','2025-04-07 06:36:00','OK',29.44,49.48,214.86,7.35,1938.90),
('Machine_1','2025-04-07 06:40:00','Not OK',85.45,42.76,234.92,19.11,3604.98),
('Machine_1','2025-04-07 06:44:00','OK',36.97,54.69,236.30,6.55,1329.30),
('Machine_1','2025-04-07 06:48:00','Not OK',87.70,47.89,227.55,8.40,3673.61),
('Machine_1','2025-04-07 06:52:00','OK',50.44,47.77,223.36,6.36,1125.84),
('Machine_1','2025-04-07 06:56:00','OK',47.56,43.67,237.26,8.13,1315.75),
('Machine_1','2025-04-07 07:00:00','OK',52.52,32.31,225.56,5.39,1245.00),
